1005,塩
1015,花
1030,藤
1046,立
1052,丹
1052,沖
1058,旭
1071,ビ
1071,太
1077,今
1077,門
1089,間
1102,み
1123,九
1138,那
1146,明
1166,入
1182,梨
1201,稲
1226,赤
1250,若
1253,州
1264,池
1271,之
1291,３
1300,出
1311,軒
1311,土
1314,波
1316,幌
1320,四
1322,阿
1345,関
1359,塚
1360,ワ
1366,米
1384,羽
1385,ン
1390,港
1390,仙
1404,保
1407,天
1434,国
1460,ル
1516,七
1536,丘
1539,清
1551,群
1566,須
1575,五
1584,十
1586,御
1614,央
1616,香
1619,郷
1626,一
1642,路
1645,幡
1678,２
1707,泉
1711,子
1721,方
1735,媛
1744,金
1761,別
1764,タ
1774,地
1846,滋
1855,加
1879,宇
1898,児
1904,掲
1905,載
1922,安
1930,以
1957,代
1962,１
1982,倉
1995,栃
2009,部
2021,に
2031,越
2039,徳
2106,多
2135,横
2149,里
2172,瀬
2182,坂
2186,生
2200,歌
2207,ケ
2208,通
2215,橋
2224,、
2261,浦
2281,宿
2285,白
2288,沼
2334,取
2336,ノ
2374,台
2376,常
2414,な
2419,形
2450,合
2460,ー
2463,鳥
2494,久
2517,尾
2609,分
2675,の
2688,河
2715,根
2775,馬
2781,重
2821,階
2833,が
2866,水
2928,前
2945,熊
2952,秋
3002,鹿
3017,寺
3024,場
3028,条
3096,江
3097,埼
3112,吉
3140,見
3211,茨
3223,い
3282,平
3283,良
3322,手
3471,青
3477,美
3520,口
3554,豊
3565,名
3571,古
3579,静
3751,伊
3842,内
3872,玉
3914,岩
3935,広
3996,森
4028,八
4052,村
4120,日
4192,阜
4194,佐
4211,谷
4336,浜
4486,戸
4542,沢
4602,岐
4841,葉
4844,屋
4957,奈
5286,和
5296,阪
5363,庫
5400,兵
5414,神
5490,千
5638,石
5775,松
5879,（
5879,）
6016,賀
6137,小
6163,木
6461,富
6655,潟
6666,井
6782,津
7202,三
7444,崎
7518,本
7643,長
8031,高
8153,原
8440,宮
8926,下
9150,道
9271,城
9616,愛
9767,海
10038,南
10369,中
10556,知
10565,上
11537,西
12286,福
12885,野
13008,二
14282,新
14453,東
15036,岡
17289,都
17323,北
17811,島
18562,大
19347,京
20358,川
20601,区
22364,田
24584,郡
27301,山
76088,町
98195,市
100797,県
